Price,Yield,MacDur
96.53404905,0.079312658,1.812875599
96.53700136,0.079295818,1.812891767
96.09788063,0.081807969,1.810482686
95.9939049,0.082404969,1.809910986
95.83529305,0.083317284,1.80903793
95.73113351,0.083917456,1.808463977
95.85523357,0.083202481,1.809147752
95.54192813,0.085009824,1.807420129
95.6291859,0.084505699,1.807901734
95.34772468,0.086133955,1.806347004
95.15776679,0.087270967,1.802601055
95.22848623,0.086859674,1.802992632
95.31382596,0.086363877,1.803464856
95.38461238,0.085953065,1.803856296
95.4182667,0.085757888,1.80404232
95.0750407,0.087752589,1.802142705
94.73037151,0.089765051,1.800229637
94.74701482,0.089667657,1.800322141
95.19626342,0.087047028,1.802814241
95.40517404,0.085833808,1.803969956
95.43919589,0.085636555,1.804157979
95.57708194,0.084838044,1.804919469
95.80328814,0.083531277,1.806166836
95.83851105,0.083328156,1.806360856
95.66406187,0.084335099,1.805399378
95.74935562,0.083842477,1.805869648
95.94025095,0.082741992,1.806920958
95.85312405,0.083243916,1.806441333
96.17254495,0.081406654,1.808198033
96.25972506,0.080906574,1.808676691
96.59565807,0.078985056,1.810517916
96.4226034,0.07997384,1.809570049
96.38585162,0.080184124,1.809368576
95.98206911,0.082501293,1.807151041
96.10588982,0.081789394,1.807831835
96.28313464,0.080772392,1.808805162
96.28309146,0.08077264,1.808804925
96.24811825,0.080973119,1.808612984
96.17900271,0.081369591,1.808233501
96.60203834,0.078948644,1.810552837
96.44523601,0.079844394,1.80969409
96.56686284,0.079149425,1.81036029
96.69165525,0.07843754,1.81104314
96.83434373,0.077625018,1.811823062
97.01016414,0.076625951,1.812782832
97.11645021,0.076023133,1.813362361
97.1342101,0.075922488,1.813459149
97.20339033,0.07553067,1.813836033
97.3641306,0.07462167,1.814710905
97.66967831,0.072899096,1.81637079
97.69367611,0.0727641,1.816500984
97.67755762,0.072854768,1.81641354
97.96705484,0.071229251,1.81798235
97.91914039,0.071497861,1.817722951
97.87332908,0.071754839,1.817474844
98.03256704,0.070862262,1.818336858
98.14123105,0.07025424,1.818924462
98.54529779,0.068000906,1.821104966
98.5825307,0.067793872,1.821305534
98.36556413,0.069001741,1.820135926
98.1136023,0.070408752,1.818775107
97.96953064,0.071215376,1.817995751
98.17248619,0.070079514,1.81909338
97.94010887,0.07138029,1.817836482
98.03169356,0.070867153,1.818332133
98.26430347,0.069566644,1.819589359
98.32028563,0.069254244,1.819891585
98.30055253,0.069364335,1.819785069
98.24778732,0.069658854,1.819500169
98.55534281,0.067945041,1.821159083
98.50112512,0.068246661,1.820866937
98.48408363,0.068341509,1.820775085
98.60591628,0.067663887,1.821431478
98.85416986,0.06628646,1.822767004
98.47408645,0.06839716,1.820721195
98.13465363,0.070291018,1.818888909
98.27668218,0.069497547,1.819656199
98.24246756,0.069688558,1.819471439
98.20591832,0.069892699,1.819274016
98.29881012,0.069374058,1.819775663
98.3850295,0.068893236,1.820240942
98.40416997,0.068786569,1.820344188
98.56881394,0.067870132,1.821231651
99.01024696,0.065422752,1.823605295
99.30361939,0.063804016,1.825178178
99.5235396,0.062594604,1.82635485
99.37361068,0.063418737,1.825552886
99.48276388,0.062818582,1.826136837
99.65092391,0.061895652,1.827035475
99.70582015,0.061594793,1.827328579
99.87031831,0.060694541,1.828206109
100.091868,0.059485078,1.829386184
100.1666053,0.059077858,1.829783803
100.222349,0.058774382,1.830080221
