Price,Yield,MacDur
110.7444495,0.078523279,2.486595943
110.7255253,0.078591678,2.486479043
110.0521094,0.081035369,2.482306301
109.8566385,0.081748254,2.481090372
109.5829226,0.082749212,2.479384127
109.4281495,0.083316614,2.478417466
109.6315663,0.082571094,2.479687661
109.1492258,0.084341734,2.47667199
109.318445,0.08371941,2.477731471
108.8845227,0.085317674,2.47501143
108.6039039,0.086355593,2.473246669
108.7474163,0.085824361,2.474149755
108.8641933,0.085392751,2.474883733
108.9269911,0.085160893,2.475278115
108.9548786,0.085057983,2.475453182
108.4279675,0.087008067,2.47213794
107.8742905,0.08907024,2.468637111
107.8919937,0.089004096,2.46874932
108.5609631,0.086514718,2.472976226
108.88771,0.085305904,2.475031449
108.9486771,0.085080865,2.475414255
109.1962806,0.084168561,2.476966763
109.5340446,0.08292829,2.479078997
109.5893586,0.08272564,2.479424295
109.3324079,0.083668115,2.477818821
109.4407351,0.083270437,2.478496122
109.7229302,0.082236818,2.480257408
109.5702162,0.082795756,2.479304818
110.0235017,0.081139601,2.48212848
110.1270852,0.080762358,2.482772124
110.646507,0.078877441,2.485990714
110.2610651,0.080275082,2.483603759
110.1946051,0.080516699,2.483191356
109.5627582,0.082823078,2.479258263
109.7487184,0.082142531,2.480418139
110.0103861,0.081187399,2.48204694
110.0184982,0.081157835,2.482097374
109.9392619,0.081446729,2.481604592
109.8152847,0.081899278,2.480832857
110.4859247,0.079458971,2.484997262
110.2000496,0.080496898,2.48322515
110.4391026,0.079628734,2.484707327
110.6599868,0.078828673,2.486074043
110.8346482,0.078197471,2.487152853
111.1015841,0.077235237,2.488798371
111.3266085,0.076426361,2.4901825
111.3795116,0.076236497,2.490507508
111.4790991,0.075879396,2.491118907
111.765615,0.074854263,2.492874918
112.2308891,0.073196635,2.495717081
112.2291944,0.073202657,2.495706749
112.1288576,0.073559394,2.495094809
112.5943455,0.071907809,2.497929216
112.4200933,0.072525052,2.496869529
112.3767049,0.072678933,2.496605418
112.6433178,0.071734556,2.498226742
112.8148589,0.071128433,2.499267918
113.429693,0.068965554,2.502986912
113.4889112,0.06875802,2.503344061
113.1465009,0.069959922,2.501276419
112.7494653,0.071359356,2.498871193
112.5055735,0.072222109,2.497389565
112.776569,0.071263625,2.499035651
112.3945914,0.072615487,2.496714308
112.5478418,0.072072417,2.497646569
112.8880013,0.070870348,2.499711385
112.9515149,0.07064641,2.500096243
112.9197244,0.070758478,2.499903636
112.828755,0.071079384,2.499352193
113.253784,0.069582849,2.50192491
113.1514202,0.069942622,2.501306168
113.0740677,0.070214762,2.500838243
113.2296975,0.069667467,2.501779368
113.5583249,0.06851493,2.503762466
112.9692025,0.070584076,2.500203382
112.5050377,0.072224007,2.497386307
112.6765198,0.071617148,2.498428385
112.6320292,0.071774484,2.49815817
112.5997497,0.071888685,2.497962055
112.6876681,0.071577736,2.498496078
112.8213497,0.071105522,2.499307284
112.8857685,0.070878224,2.499697852
113.1624383,0.069903877,2.501372794
113.8428854,0.067520354,2.505475083
114.2889838,0.065967511,2.508151445
114.6276473,0.064793767,2.510176394
114.4067383,0.065558897,2.508856196
114.5701586,0.064992702,2.509833071
114.8631394,0.063980185,2.511580989
114.993266,0.063531528,2.512355915
115.2270646,0.06272704,2.51374606
115.613034,0.061403458,2.516034937
115.7231136,0.061026994,2.516686354
115.7853245,0.060814439,2.517054229
115.5256363,0.061702674,2.515517311
116.1549498,0.05955452,2.519235953
116.4609662,0.058515259,2.521037063
